text_unit_id,review_id,store_key,store_name,rating,rated_at,sentiment,aspect_scores,source,feedback,chunk_text,chunk_index,n_chunks
tu_ea92d4a304b91d71,ea92d4a304b91d71,11326,Huỳnh Duyên - Cơm Văn Phòng & Nước Ép - Giải Phóng,4.8,,neutral,{},befood_comment,"siêu ngon luôn ya ✧(σ๑˃̶̀ꇴ˂̶́)σ siêu recommend mn mua nha (◍˃̶ᗜ˂̶◍)ﾉ” ăn siêu no \(ϋ)/♩, Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt","Tên quán: Huỳnh Duyên - Cơm Văn Phòng & Nước Ép - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.8
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: siêu ngon luôn ya ✧(σ๑˃̶̀ꇴ˂̶́)σ siêu recommend mn mua nha (◍˃̶ᗜ˂̶◍)ﾉ” ăn siêu no \(ϋ)/♩, Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt",0,1
tu_12cf45f29ea20b39,12cf45f29ea20b39,11326,Huỳnh Duyên - Cơm Văn Phòng & Nước Ép - Giải Phóng,4.8,,neutral,{},befood_comment,ko giống cơm vp,"Tên quán: Huỳnh Duyên - Cơm Văn Phòng & Nước Ép - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.8
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: ko giống cơm vp",0,1
tu_4f5984817280af3b,4f5984817280af3b,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,4.6,,neutral,{},befood_comment,"cơm giòn ngon, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ, Ngon xỉu","Tên quán: Phở Bò Cơm Rang Duy Nhất - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: cơm giòn ngon, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ, Ngon xỉu",0,1
tu_dbb8e7f078a878fe,dbb8e7f078a878fe,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,4.6,,neutral,{},befood_comment,"để đây và không nói gì , đặt nhiều lần r nhưng lần đầu bị như này chắc không có lần sau, Không đảm bảo vệ sinh","Tên quán: Phở Bò Cơm Rang Duy Nhất - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: để đây và không nói gì , đặt nhiều lần r nhưng lần đầu bị như này chắc không có lần sau, Không đảm bảo vệ sinh",0,1
tu_2af46641d7006282,2af46641d7006282,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,4.6,,neutral,{},befood_comment,Sạch sẽ,"Tên quán: Phở Bò Cơm Rang Duy Nhất - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Sạch sẽ",0,1
tu_a57e2ff5f83d9ca4,a57e2ff5f83d9ca4,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,4.6,,neutral,{},befood_comment,Đáng đồng tiền,"Tên quán: Phở Bò Cơm Rang Duy Nhất - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đáng đồng tiền",0,1
tu_0b6e54fb55a62d8d,0b6e54fb55a62d8d,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,4.6,,neutral,{},befood_comment,Đóng gói tốt,"Tên quán: Phở Bò Cơm Rang Duy Nhất - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đóng gói tốt",0,1
tu_3f00b8f79cdd65ed,3f00b8f79cdd65ed,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,4.6,,neutral,{},befood_comment,"Đáng đồng tiền, Ngon xỉu, Sạch sẽ, Đóng gói tốt","Tên quán: Phở Bò Cơm Rang Duy Nhất - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đáng đồng tiền, Ngon xỉu, Sạch sẽ, Đóng gói tốt",0,1
tu_fde5e6063834b72d,fde5e6063834b72d,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,4.6,,neutral,{},befood_comment,"Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt","Tên quán: Phở Bò Cơm Rang Duy Nhất - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt",0,1
tu_0f92bffdac0e0729,0f92bffdac0e0729,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,4.6,,neutral,{},befood_comment,Khá ngon,"Tên quán: Phở Bò Cơm Rang Duy Nhất - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Khá ngon",0,1
tu_067f0442bf3588bd,067f0442bf3588bd,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,4.6,,neutral,{},befood_comment,Đóng gói chưa tốt,"Tên quán: Phở Bò Cơm Rang Duy Nhất - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đóng gói chưa tốt",0,1
tu_c245f9e52651f9a3,c245f9e52651f9a3,8314,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,4.6,,neutral,{},befood_comment,"phở xào hơi nhạt, hình như thiếu magie, cơm cũm hơi nhạt, mỗi nc canh là đậm","Tên quán: Phở Bò Cơm Rang Duy Nhất - Giải Phóng
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: phở xào hơi nhạt, hình như thiếu magie, cơm cũm hơi nhạt, mỗi nc canh là đậm",0,1
tu_c052075a94117be3,c052075a94117be3,126147,"Nhà Hàng Bin Bo - Bún Riêu Cua, Cơm Rang & Phở Xào - Phương Mai",4.3,,neutral,{},befood_comment,không giống trên ảnh,"Tên quán: Nhà Hàng Bin Bo - Bún Riêu Cua, Cơm Rang & Phở Xào - Phương Mai
Nguồn: befood_comment
Rating người dùng: 4.3
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: không giống trên ảnh",0,1
tu_856653aa94c915f9,856653aa94c915f9,59967,Quán Hà Nội Xưa - Bún Chả - Trường Chinh,3.9,,neutral,{},befood_comment,"đũa mốc , chả có 5 miếng , trải nhiệm rất tệ, Không đảm bảo vệ sinh","Tên quán: Quán Hà Nội Xưa - Bún Chả - Trường Chinh
Nguồn: befood_comment
Rating người dùng: 3.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: đũa mốc , chả có 5 miếng , trải nhiệm rất tệ, Không đảm bảo vệ sinh",0,1
tu_ab33fb4f749c77ea,ab33fb4f749c77ea,59967,Quán Hà Nội Xưa - Bún Chả - Trường Chinh,3.9,,neutral,{},befood_comment,"Đóng gói tốt, Đáng đồng tiền","Tên quán: Quán Hà Nội Xưa - Bún Chả - Trường Chinh
Nguồn: befood_comment
Rating người dùng: 3.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đóng gói tốt, Đáng đồng tiền",0,1
tu_3fdd14b71dc3bd0a,3fdd14b71dc3bd0a,59967,Quán Hà Nội Xưa - Bún Chả - Trường Chinh,3.9,,neutral,{},befood_comment,Normal,"Tên quán: Quán Hà Nội Xưa - Bún Chả - Trường Chinh
Nguồn: befood_comment
Rating người dùng: 3.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Normal",0,1
tu_6171cc4bcedb39e0,6171cc4bcedb39e0,59967,Quán Hà Nội Xưa - Bún Chả - Trường Chinh,3.9,,neutral,{},befood_comment,không có nước chấm,"Tên quán: Quán Hà Nội Xưa - Bún Chả - Trường Chinh
Nguồn: befood_comment
Rating người dùng: 3.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: không có nước chấm",0,1
tu_df3e9851b3929fb9,df3e9851b3929fb9,59967,Quán Hà Nội Xưa - Bún Chả - Trường Chinh,3.9,,neutral,{},befood_comment,50k mà được có mấy miếng ????,"Tên quán: Quán Hà Nội Xưa - Bún Chả - Trường Chinh
Nguồn: befood_comment
Rating người dùng: 3.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: 50k mà được có mấy miếng ????",0,1
tu_f74c9edfc07b7cd2,f74c9edfc07b7cd2,59967,Quán Hà Nội Xưa - Bún Chả - Trường Chinh,3.9,,neutral,{},befood_comment,"chả băm ok chả miếng thì hơi chán, giá không rẻ nhưng thịt dai và có phần hơi bèo nhèo, ai fan thịt ba chỉ thì không ưng nổi ?","Tên quán: Quán Hà Nội Xưa - Bún Chả - Trường Chinh
Nguồn: befood_comment
Rating người dùng: 3.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: chả băm ok chả miếng thì hơi chán, giá không rẻ nhưng thịt dai và có phần hơi bèo nhèo, ai fan thịt ba chỉ thì không ưng nổi ?",0,1
tu_17ed891e32f351a4,17ed891e32f351a4,59967,Quán Hà Nội Xưa - Bún Chả - Trường Chinh,3.9,,neutral,{},befood_comment,cơm dở,"Tên quán: Quán Hà Nội Xưa - Bún Chả - Trường Chinh
Nguồn: befood_comment
Rating người dùng: 3.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: cơm dở",0,1
tu_f5c514fa5ee0b2d6,f5c514fa5ee0b2d6,128724,Phở - Cơm Hằng - Nguyễn Đình Chiểu,4.9,,neutral,{},befood_comment,"Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt","Tên quán: Phở - Cơm Hằng - Nguyễn Đình Chiểu
Nguồn: befood_comment
Rating người dùng: 4.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt",0,1
tu_a0b6632d19436c51,a0b6632d19436c51,128724,Phở - Cơm Hằng - Nguyễn Đình Chiểu,4.9,,neutral,{},befood_comment,ăn cũng ok nhiều topping nhưng phần đặc biệt lại ko có trứng non?,"Tên quán: Phở - Cơm Hằng - Nguyễn Đình Chiểu
Nguồn: befood_comment
Rating người dùng: 4.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: ăn cũng ok nhiều topping nhưng phần đặc biệt lại ko có trứng non?",0,1
tu_82bb612a157093f3,82bb612a157093f3,128724,Phở - Cơm Hằng - Nguyễn Đình Chiểu,4.9,,neutral,{},befood_comment,thiếu trứng cút nhà shop,"Tên quán: Phở - Cơm Hằng - Nguyễn Đình Chiểu
Nguồn: befood_comment
Rating người dùng: 4.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: thiếu trứng cút nhà shop",0,1
tu_90bf4b4256ce762d,90bf4b4256ce762d,94161,Bánh Cuốn Nóng & Gà Ác Tần - Minh Khai,4.7,,neutral,{},befood_comment,"Sạch sẽ, Đóng gói tốt, Ngon xỉu, Đáng đồng tiền","Tên quán: Bánh Cuốn Nóng & Gà Ác Tần - Minh Khai
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Sạch sẽ, Đóng gói tốt, Ngon xỉu, Đáng đồng tiền",0,1
